contribution_id	row_id	measurement	experiment	specimen	sequence	standard	quality	method_codes	instrument_codes	display_order	result_type	citations	treat_temp	treat_temp_decay_rate	treat_temp_dc_on	treat_temp_dc_off	treat_ac_field	treat_ac_field_decay_rate	treat_ac_field_dc_on	treat_ac_field_dc_off	treat_dc_field	treat_dc_field_decay_rate	treat_dc_field_ac_on	treat_dc_field_ac_off	treat_dc_field_theta	treat_dc_field_phi	treat_mw_power	treat_mw_time	treat_mw_integral	treat_mw_step	treat_step_num	meas_pos_x	meas_pos_y	meas_pos_z	meas_orient_theta	meas_orient_phi	meas_n_orient	meas_temp	meas_temp_change	meas_freq	meas_duration	meas_field_ac	meas_field_ac_theta	meas_field_ac_phi	meas_field_dc	meas_field_dc_theta	meas_field_dc_phi	inversion_height	inversion_residuals	magn_moment	magn_x	magn_x_sigma	magn_y	magn_y_sigma	magn_z	magn_z_sigma	magn_xyz_sigma	magn_induction	magn_b_x	magn_b_x_sigma	magn_b_y	magn_b_y_sigma	magn_b_z	magn_b_z_sigma	magn_b_111	magn_b_111_sigma	magn_b_xyz_sigma	magn_r2_det	dir_dec	dir_inc	dir_csd	magn_volume	magn_mass	magn_uncal	aniso_type	aniso_s	hyst_loop	hyst_sweep_rate	hyst_charging_mode	susc_chi_volume	susc_chi_mass	susc_chi_qdr_volume	susc_chi_qdr_mass	description	timestamp	software_packages	files	external_database_ids	derived_value	analysts
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-16	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										100.5069							0																							0.9274554					3.727185083												2016-04-13T17:29:41.036-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-17	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										106.4803							0																							0.9271418					3.156041436												2016-04-13T17:30:52.727-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-18	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										110.6675							0																							0.9266939					2.817069061												2016-04-13T17:31:42.557-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-19	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										115.5111							0																							0.9262145					2.464485635												2016-04-13T17:32:40.887-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-20	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										120.467							0																							0.9263102					2.155196961												2016-04-13T17:33:39.837-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-21	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										126.6501							0																							0.926426					1.82080442												2016-04-13T17:34:53.577-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-22	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										130.4893							0																							0.9267734					1.639978453												2016-04-13T17:35:39.917-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-23	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										135.4473							0																							0.9266702					1.435843094												2016-04-13T17:36:39.087-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-24	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										140.5885							0																							0.9268578					1.249615746												2016-04-13T17:37:40.887-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-25	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										145.4821							0																							0.926167					1.095125691												2016-04-13T17:38:39.347-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-26	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										150.5965							0																							0.9252945					0.953881215												2016-04-13T17:39:41.127-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-27	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										155.5683							0																							0.9253548					0.834037845												2016-04-13T17:40:40.527-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-28	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										160.5586							0																							0.9253339					0.73141547												2016-04-13T17:41:39.417-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-29	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										166.6019							0																							0.9259415					0.623455249												2016-04-13T17:42:52.238-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-30	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										170.6072							0																							0.9257905					0.562414088												2016-04-13T17:43:39.678-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-31	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										175.5683							0																							0.9256485					0.495788122												2016-04-13T17:44:39.038-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-32	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										180.569							0																							0.9246801					0.437054972												2016-04-13T17:45:39.178-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-33	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										186.6982							0																							0.9231963					0.37536326												2016-04-13T17:46:53.338-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-34	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										190.4677							0																							0.9235731					0.343487569												2016-04-13T17:47:38.008-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-35	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										195.5527							0																							0.922723					0.305639779												2016-04-13T17:48:39.408-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-36	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										200.6084							0																							0.9235529					0.273051851												2016-04-13T17:49:39.458-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-37	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										205.4855							0																							0.9233142					0.24577047												2016-04-13T17:50:37.888-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-38	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										210.5569							0																							0.9225719					0.22171279												2016-04-13T17:51:38.108-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-39	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										215.58							0																							0.9214283					0.200788481												2016-04-13T17:52:38.968-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-40	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										220.5013							0																							0.9207332					0.183326298												2016-04-13T17:53:37.858-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-41	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										225.5098							0																							0.9204082					0.16795395												2016-04-13T17:54:37.958-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-42	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										230.6114							0																							0.9202539					0.154431796												2016-04-13T17:55:38.939-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-43	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										235.5017							0																							0.9207353					0.143209088												2016-04-13T17:56:37.829-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-44	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										240.5948							0																							0.9199517					0.132685138												2016-04-13T17:57:38.789-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-45	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										246.6351							0																							0.9175752					0.121798978												2016-04-13T17:58:51.779-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-46	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										250.5534							0																							0.9180075					0.116169061												2016-04-13T17:59:37.479-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-47	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										255.5192							0																							0.9174848					0.109384862												2016-04-13T18:00:36.959-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-48	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										260.5636							0																							0.9182443					0.102659834												2016-04-13T18:01:38.259-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-49	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										265.5563							0																							0.9191679					0.097257431												2016-04-13T18:02:37.789-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-50	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										270.4936							0																							0.9185562					0.092224282												2016-04-13T18:03:37.159-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-51	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										275.5327							0																							0.9153296					0.087424061												2016-04-13T18:04:38.149-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-52	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										280.6115							0																							0.9162779					0.083146989												2016-04-13T18:05:37.729-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-53	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										285.516							0																							0.9162934					0.07966174												2016-04-13T18:06:36.700-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-54	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										290.5985							0																							0.9148899					0.076215801												2016-04-13T18:07:37.910-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-55	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										295.6602							0																							0.9167734					0.073011188												2016-04-13T18:08:37.920-05:00					
		magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390-1-56	magnetite_BangsLabs_11-nm 01-LP-FC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-FC	IRM-OldBlue			This study																										300.0206							0																							0.9177692					0.068138011												2016-04-13T18:14:23.730-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-0	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										20.00145							0																							0.9269943					29.53740331												2016-04-13T19:33:53.437-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-1	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										25.54749							0																							0.9264682					27.43727901												2016-04-13T19:35:12.037-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-2	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										30.57402							0																							0.926616					24.1925221												2016-04-13T19:36:12.107-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-3	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										35.61909							0																							0.9268894					21.23676243												2016-04-13T19:37:13.697-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-4	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										41.57732							0																							0.9271644					18.19626243												2016-04-13T19:38:26.087-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-5	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										45.48837							0																							0.927036					16.44475138												2016-04-13T19:39:13.037-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-6	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										50.63147							0																							0.9270633					14.38969337												2016-04-13T19:40:15.227-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-7	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										55.54331							0																							0.9270226					12.61765746												2016-04-13T19:41:14.517-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-8	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										60.54237							0																							0.9266663					11.0445663												2016-04-13T19:42:14.398-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-9	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										65.63989							0																							0.9262967					9.647176796												2016-04-13T19:43:14.538-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-10	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										70.46803							0																							0.9259661					8.456207182												2016-04-13T19:44:12.498-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-11	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										76.53603							0																							0.9260452					7.163226519												2016-04-13T19:45:24.558-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-12	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										80.58231							0																							0.9260709					6.401770718												2016-04-13T19:46:13.698-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-13	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										85.54808							0																							0.9263743					5.586232044												2016-04-13T19:47:12.858-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-14	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										90.5271							0																							0.9268097					4.870469613												2016-04-13T19:48:12.108-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-15	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										95.53609							0																							0.92705					4.243720994												2016-04-13T19:49:11.718-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-16	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										100.5023							0																							0.9270692					3.702292818												2016-04-13T19:50:11.638-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-17	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										106.6698							0																							0.9267724					3.126320442												2016-04-13T19:51:24.628-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-18	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										110.6199							0																							0.926292					2.799135359												2016-04-13T19:52:12.158-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-19	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										115.5088							0																							0.9257358					2.450614365												2016-04-13T19:53:10.338-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-20	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										120.5647							0																							0.9257038					2.138193094												2016-04-13T19:54:10.249-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-21	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										125.6264							0																							0.9260285					1.859508564												2016-04-13T19:55:11.499-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-22	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										131.6184							0																							0.9265571					1.581534254												2016-04-13T19:56:22.839-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-23	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										135.4082							0																							0.9265658					1.426464088												2016-04-13T19:57:09.439-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-24	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										140.65							0																							0.9263307					1.240287293												2016-04-13T19:58:10.949-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-25	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										145.572							0																							0.9259178					1.087478729												2016-04-13T19:59:10.139-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-26	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										150.4799							0																							0.9251531					0.952741436												2016-04-13T20:00:08.489-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-27	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										156.6468							0																							0.9245536					0.8098												2016-04-13T20:01:22.249-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-28	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										160.5547							0																							0.9248577					0.730929282												2016-04-13T20:02:08.699-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-29	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										165.4678							0																							0.9248782					0.639417956												2016-04-13T20:03:09.579-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-30	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										170.5987							0																							0.9254157					0.560595304												2016-04-13T20:04:09.489-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-31	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										175.526							0																							0.9251829					0.494255249												2016-04-13T20:05:08.519-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-32	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										180.5621							0																							0.9240166					0.435323481												2016-04-13T20:06:08.820-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-33	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										185.603							0																							0.9235803					0.384477072												2016-04-13T20:07:09.100-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-34	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										190.5366							0																							0.9234135					0.341663536												2016-04-13T20:08:08.360-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-35	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										195.5497							0																							0.9225697					0.303764365												2016-04-13T20:09:08.590-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-36	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										200.6794							0																							0.9232504					0.271050718												2016-04-13T20:10:09.850-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-37	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										205.5942							0																							0.9228263					0.243712431												2016-04-13T20:11:09.040-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-38	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										210.5145							0																							0.9221355					0.219904088												2016-04-13T20:12:08.790-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-39	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										216.6085							0																							0.921817					0.195092569												2016-04-13T20:13:21.390-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-40	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										220.5484							0																							0.9197769					0.181702099												2016-04-13T20:14:07.020-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-41	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										225.5553							0																							0.9201913					0.166214558												2016-04-13T20:15:07.640-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-42	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										230.6072							0																							0.9195718					0.152446354												2016-04-13T20:16:08.570-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-43	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										235.5393							0																							0.9203255					0.141564448												2016-04-13T20:17:07.550-05:00					
		magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390-2-44	magnetite_BangsLabs_11-nm 01-LP-ZFC-DC-10390	magnetite_BangsLabs_11-nm 01		u	g	LP-ZFC	IRM-OldBlue			This study																										240.5118							0																							0.9194396					0.131419144												2016-04-13T20:18:07.441-05:00					
